,,X11BR047,X11BR043,X11BR049,X11BR023,X18BR010,X06BR003,X11BR074,X18BR017,X01BR017,X06BR006,X09BR005,X11BR017,X01BR015,X11BR025,X01BR001,X11BR031,X01BR032,X05BR045,X11BR053,X01BR027,X14BR008,X18BR002,X03BR013,X11BR032,X21BR010,X03BR004,X11BR003,X11BR028,X18BR004,X20BR005,X11BR073,X11BR009,X18BR019,X20BR001,X09BR007,X11BR020,X20BR002,X11BR019,X20BR008,X01BR033,X11BR022,X11BR013,X03BR010,X20BR007,X11BR030,X18BR007,X11BR050,X05BR001,X11BR014,X22BR005,X11BR010,X01BR031,X11BR011,X03BR005,X18BR003,X11BR024,X05BR016,X01BR030,X01BR018,X05BR042,X11BR054,X05BR044,X11BR006,X14BR005,X11BR044,X11BR016,X11BR055,X06BR005,X11BR042,X11BR018,X05BR009,X01BR025,X11BR015,X11BR040,X11BR004,X01BR043,X05BR003,X05BR029,X05BR043,X05BR026,X11BR056,X11BR038,X11BR036,X18BR009,X18BR006,X22BR006,X11BR072,X11BR027,X01BR040,X11BR059,X11BR051,X05BR038,X11BR060,X09BR004,X11BR075,X03BR002,X16BR012,X06BR014,CPT001846,X18BR016,X05BR005,X13BR009,X11BR080,CPT000814,X01BR042,X15BR003,X14BR014,X11BR058,X11BR012,X01BR009,X01BR008,X21BR001,X21BR002,X01BR026,X05BR004,X03BR006,X01BR023,X01BR020,X20BR006,X09BR001,X03BR011,X01BR010
STK4,S422s ,-0.3925,-0.0538,-0.8476,1.5851,0.2439,0.2414,-0.1743,-0.2525,0.9633,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2613,0.8767,0.4344,0.599,1.6045,-0.0446,-0.5145,-0.4428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.064,0.6932,0.5709,1.5259,0.5106,1.1563,0.3966,-1.1823,-0.3169,2.5635,0.3436,0.5563,0.5234,-0.1452,-0.3859,,,,,,
STK4,S438s ,0.0176,1.3841,0.5337,2.1156,1.0022,-1.3507,0.172,0.239,2.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6052,1.6061,-0.6355,-0.3679,1.5378,-0.3888,-1.0742,-0.4152,,,,,,,,,,-0.1881,0.033,0.9362,-0.7732,0.6066,0.1496,0.2879,-0.9716,0.5569,0.6118,-0.4048,1.5823,0.3088,-0.2851,0.6298,0.0586,0.4609,,,,,,,,,-0.8493,-0.0336,-1.1272,-0.1992,-0.5254,0.3586,0.2874,-0.473,0.7821,,,,,,,,,,,,,,,1.2823,4.6437,1.1355,0.62,-0.473,0.2255,-0.0127,-0.0504,-0.276,1.7301,-0.288,0.0676,1.1187,-1.3436,-1.0514,,,,,,
STK40,S6s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0158,,-0.5412,-0.1932,-0.9243,-0.0302,-1.3842,0.5178,-0.9531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRADA,S2s ,0.322,1.2024,-0.7483,-1.5799,0.0975,1.2633,-1.5816,-1.0532,-0.3111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7279,-0.2041,-0.5018,0.6068,1.5798,-2.3275,-0.2455,-1.0515,-0.3594,-0.3979,-0.8645,0.2713,0.8906,-0.8276,0.0107,0.0716,1.0826,0.0934,0.8651,-0.099,0.3571,-0.877,0.3918,-0.3391,1.3221,-0.9226,,,,,,,,,0.0576,0.8645,1.1158,-0.3549,0.0612,-0.0861,2.1106,0.9229,-0.0716,0.1338,0.1787,0.307,-0.1401,0.7878,0.7390000000000001,1.0954,0.9801,,,,,,,-0.2636,1.1976,0.0975,0.7133,0.7046,0.106,1.9136,1.6887,-2.0205,-1.4081,-0.2811,1.1324,-1.4191,-1.2726,-1.7432,-0.5903,-0.5282,0.7092,-0.4087,-0.4289,-0.4495
STRADA,S46s ,0.5776,-0.6051,-0.4628,0.4082,-0.6874,0.4653,1.4309,-0.7024,-1.0289,-0.1118,0.4309,0.2868,-0.7441,0.2505,-1.1833,0.8129,1.9333,-1.6646,,,,,,,,,,0.3141,-1.0123,-1.0495,0.0699,1.2537,-0.8333,-1.1219,1.5401,-0.2209,-0.4182,-0.5225,-1.161,-0.9436,0.0681,-0.2418,-0.523,-0.555,1.5276,-0.0223,0.071,-0.1198,0.7684,0.9521,0.6338,-0.8106,0.7128,-0.3576,-0.0292,-0.5644,1.8788,-0.4196,-2.5934,-1.1767,-1.9747,0.4544,0.1051,0.4724,-0.0899,-0.5505,0.7222,0.7708,-1.2634,-0.2948,-0.4505,-0.9594,0.1314,0.9152,0.3038,-0.8669,-1.0343,-0.1229,-0.1839,0.134,1.4594,-0.0905,0.5693,0.0385,0.9002,1.5137,0.6256,0.8875,-1.0308,1.2624,0.0202,0.3587,0.2798,1.6922,-0.3408,,,,,,,0.192,-0.3231,-1.0844,-0.2622,-0.7885,-0.3552,0.4351,1.9431,-2.1475,-1.3097,1.202,0.1096,-0.9082,-0.9451,-2.2367,0.0154,-0.5817,-0.6405,-0.92,-0.6124,-0.49
STRADA,S46s S52s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1469,0.2443,-0.9058,1.034,-0.2548,1.0427,0.4906,-1.0434,-0.0013,,,,,,,,,,,,,,,,,,0.197,1.5938,1.0186,0.8646,1.1156,1.0564,0.1696,-1.0332,,,,,,,-0.0333,-0.0521,-1.3483,-0.4712,-0.3329,-0.7189,0.4111,2.3538,-0.2972,-0.3922,0.7728,0.1132,-0.1809,-0.0409,-1.5547,0.059,-0.4504,-0.3962,-0.8377,-0.5091,-0.4604
STRADA,S47s S49s S52s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1436,-0.2105,0.3914,0.2383,0.0335,-0.1526,-0.3926,0.8935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1018,0.3986,1.6274,0.4168,0.9967,1.8705,-0.8336,-0.0069,-1.2955,-0.848,-0.9378,-0.2014,0.5074,1.6536,,,,,,,,,,,,,
STRADA,S52s ,,,,,,,,,,0.2716,0.508,0.7028,0.2489,0.4782,0.2647,0.6053,0.5744,0.1336,,,,,,,,,,0.6118,0.6961,-0.2105,0.7129,-0.4468,0.9729,0.7097,1.0987,0.7607,-0.0178,-0.2486,-0.281,-0.5879,0.1913,-0.3452,-0.3317,-0.8995,0.6226,0.8718,0.414,-0.0538,0.1077,-0.2376,0.0768,-0.312,-0.8875,-0.1648,-1.4351,0.1225,0.3533,0.1475,-0.3194,-0.2694,1.1494,0.4054,0.3384,-0.0478,1.0864,-0.1347,0.7042,1.0437,0.0485,0.1659,,,,,,,,,-0.0017,0.8788,-0.3333,0.474,-0.7214,0.1164,1.2436,0.062,-0.5163,,,,,,,,,,,,,,,,,,,,,,,-0.0689,-0.4922,0.4025,1.4424,0.9729,-0.0278,-0.2006,-0.3734,-0.2156,-0.4145,-0.4667,-1.0703,0.1475
STRADA,S9s ,0.8946,-0.8152,-0.5993,-0.6462,-0.7655,0.6327,0.9215,-1.1166,-0.7988,,,,,,,,,,1.1172,-0.3018,-0.2932,-0.3075,-0.3484,1.3442,1.7033,0.2388,1.052,,,,,,,,,,,,,,,,,,1.6861,-0.2673,-0.3196,0.1958,1.277,1.3601,1.0508,-0.7035,1.1561,-0.241,-0.1607,-1.0431,-0.1444,1.6073,0.4693,-0.7696,-1.3773,0.6862,-1.5504,0.8358,0.3155,-1.2989,0.4939,0.8503,-0.6256,0.0712,,,,,,,,,-1.2514,0.2836,1.0859,-0.6474,1.1108,0.0576,0.2374,1.5189,0.067,,,,,,,,,-0.6033,1.2363,0.7020000000000001,0.3988,0.5015,1.3475,0.7909,-0.9988,-1.0205,-0.2209,-0.2267,0.053,0.6534,0.7042,-2.2896,-1.4272,0.4856,1.2272,-0.3313,-0.8045,-1.0269,-1.1877,-1.1252,-1.7978,-1.5865,-0.8868,-1.2788
STRADA,T304t ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4278,0.3457,-0.8359,0.1998,0.9463,-1.1588
SYK,S284s ,-0.5881,-0.1649,-1.704,-0.0782,-1.0432,-2.5283,-0.7782,-1.4515,0.1597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1191,-0.5797,0.3044,0.2413,1.1512,-1.0182,-0.5506,-1.4209,-0.5598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYK,S297s ,-0.0076,0.2612,-0.7412,0.4866,0.6297,-0.0622,-1.2148,-0.7618,2.112,0.53,-0.9664,-0.0399,1.432,-0.3127,0.9201,-0.8209,-1.5422,-0.1772,,,,,,,,,,-0.8606,-1.0646,-0.1639,1.6456,-1.1466,0.4129,-0.2572,1.7453,-0.6211,-0.8635,-0.1459,0.2823,-0.5615,1.3342,0.5948,-1.0997,0.0691,-0.0033,0.1615,-0.4279,1.2159,0.5805,0.1658,-1.5086,0.6315,-0.8939,1.304,1.1119,0.9649,-1.598,0.089,0.1462,1.3589,1.4392,1.0829,1.1385,1.1175,0.2087,-0.3688,0.9305,0.5611,0.5309,0.6818,-0.1965,0.7465,-0.5054,-1.4248,-0.8236,2.7494,1.4916,0.3286,1.196,0.1892,-0.6598,0.7628,-0.5306,0.3552,0.6873,-0.71,0.487,1.6277,-0.8457,0.3016,0.5178,-0.3355,-0.3749,1.3837,0.2009,0.9867,-1.7653,-0.9187,0.441,-0.1478,0.1092,-0.5298,0.8683,-1.4667,1.807,0.5660000000000001,0.7464,0.1045,0.5972,-0.2231,1.2825,-0.513,0.6511,-0.2914,-0.3655,-1.2203,-1.3479,-0.8088,-0.6313,-2.2948,-1.374,-0.6896
SYK,S307s ,-0.0802,1.5861,0.4415,0.4621,1.5909,0.6424,-0.7302,-0.1871,2.434,0.92,-1.2607,-3.2596,1.702,-0.7211,-1.8966,0.5606,-3.6588,-0.6245,-3.2124,0.3616,-0.172,1.6264,1.4722,-0.7576,-1.3654,-0.1071,-0.0074,-1.8119,-1.6183,-2.9812,2.7411,-1.095,-0.8373,0.7402,-1.1128,1.7118,,,,,,,,,0.0862,0.4678,-0.2326,2.0948,-3.3747,0.747,-1.8887,-3.0506,-3.4256,0.6936,1.8992,3.7614,-1.5045,3.0746,1.4891,3.8929,0.8545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0093,-0.2139,-0.5838,1.8648,0.3336,0.948,-0.0272,-1.2226,1.2689,2.8,-1.5739,-0.3061,0.5172,0.1127,-0.2137,-0.106,-1.1086,-0.4771,-0.8822,-0.415,-1.0559
SYK,T317t ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.305,-2.1751,-1.5928,-0.8715,-0.7767,-1.7224,0.4863,-0.2354,,,,,,,-0.5827,3.0176,-0.1008,-0.0626,-0.4114,-1.4243,0.9938,0.1637,,,,,,,,-1.8511,-2.0589,-1.2924,-1.4705,-2.3607,-1.4721
SYK,Y323y ,0.6754,-0.9303,3.4524,-0.0162,-0.867,-0.2782,-0.199,-0.3139,2.3773,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1056,1.5838,-0.2583,-0.1703,0.1844,-1.1914,0.0396,-1.5295,-0.5083,1.2164,2.9398,1.3572,-0.3203,-0.0028,0.7898,0.4258,-0.1513,0.0557,1.5491,-0.4443,-0.0204,1.0777,1.3188,-0.6629999999999999,-0.3074,-0.8679,1.1523,-1.8855,0.6376,1.0942,1.7777,-0.397,-0.4319,0.1548,,,,,,,,,0.2052,-0.0442,1.4722,4.2301,1.1173,1.0784,-0.0668,0.8183,-1.2094,-0.0197,1.3126,0.9585,-0.6189,-0.2444,-0.4508,1.4628,0.4825,1.1457,-0.5282,-1.9817,1.1251,-1.8793,-0.1838,-0.5691,0.825,0.5757,1.1668,-0.3452,1.3613,-0.093,0.5445,-0.0327,0.103,-0.3815,0.3101,0.8026,0.3344,0.2436,-0.6268,-0.8292,-1.1184,-1.3261,-1.152,-0.7457
TAOK1,M451m S458s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7731,-0.476,0.2286,0.3242,0.1331,1.8752,0.5095,-0.3204,-0.6922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1715,0.3846,-0.5854,-0.3992,0.3198,0.8318,0.9633,0.4024,-0.855,-2.713,0.3436,-0.0564,-1.0478,-0.1278,-1.1449,,,,,,
TAOK1,N994n T1001t ,-0.3452,-0.3466,-0.3546,-0.6527,-0.0904,-0.3464,-0.8306,-0.5953,0.1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7911,0.0348,-0.3901,-0.5522,0.6336,-0.3559,0.8542,0.4928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1297,-0.4363,-0.5870000000000001,-0.4276,0.1215,-0.2609
TAOK1,S417s ,1.0823,1.2084,-5.127999999999999,0.0981,-0.0438,-0.4865,-1.925,0.8019,-0.6608,,,,,,,,,,,,,,,,,,,-1.2505,-1.3708,-0.2161,-1.0045,0.6882,-1.7285,-0.6049,-0.483,0.37,-0.3282,0.6326,-0.0245,-0.2217,-0.0294,0.003,-0.3629,0.203,,,,,,,,,,-0.6628,0.2036,-0.4409,0.6947,-0.7571,-0.5279,-0.5142,1.4682,0.4827,2.9319,-0.7698,0.4096,-1.4329,-0.2711,1.8517,-1.4047,-3.5918,-0.7928,-1.8778,-1.3157,0.621,-0.1487,-1.1916,-0.3713,0.1583,-1.088,1.0142,1.6408,0.127,0.6776,-0.5688,-0.4058,0.8549,-1.0873,0.3679,-2.0981,0.9458,0.1672,1.0124,2.1124,1.0,0.4825,0.9246,1.4667,0.2541,-1.4895,-1.4464,0.4983,-0.3694,-0.9931,-3.6769,-1.6192,-0.9871,-0.0853,0.2297,-0.5505,-0.9412,-0.4748,1.6035,1.5135,-0.362,0.2489,-0.9236,-0.3711,-0.5078,-0.1519,-0.1807,1.7388,-0.6755
TAOK1,S421s ,0.423,-1.0313,-1.2058,-0.4732,-0.0571,0.0079,-0.2704,-1.3703,1.9571,,,,,,,,,,0.5346,0.7881,0.2168,-0.2511,0.2812,-0.9263,0.1146,-0.2545,-0.129,1.0891,-0.7954,0.4999,-0.2642,-0.9296,-1.0226,-1.1463,1.1488,-0.4382,-1.1454,-0.4257,-0.5601,0.5806,0.7935,0.3445,1.356,-0.6416,1.01,0.0773,0.931,-0.6739,-0.3561,1.1641,-0.8622,0.0493,-0.8795,0.3365,-0.0185,0.5403,-0.4408,0.9637,-0.745,-0.3881,-1.216,,,,,,,,,,-0.1645,1.3872,0.3236,-0.9456,-0.514,0.7244,0.643,0.249,,,,,,,,,,-0.6509,-2.2002,-0.6374,-0.1438,-0.2768,0.0882,-0.6627,-0.1393,0.278,-0.3499,-0.2547,-0.6184,-0.392,-0.9746,0.3097,-0.5358,-2.0408,-0.1406,-1.8214,-0.9051,-0.8555,2.0274,,,,,,,,,,,,,
TAOK1,S445s ,0.4482,0.6672,-5.0749,-0.6038,0.0144,-0.1148,-0.4217,0.8336,-0.1731,0.3003,1.5693,-0.482,-0.0469,0.6134,0.1916,1.5394,0.9794,0.5066,-0.2462,-0.7401,-0.4544,0.8147,0.1319,-0.09,0.197,0.4783,-1.2859,1.7169,-3.495,1.1301,-0.7042,-0.6774,-2.9885,-4.0348,1.5258,0.6387,-0.1692,-0.3468,0.6306,-0.4285,0.3744,-0.654,1.8179,1.4059,3.3958,0.6784,0.4074,1.7755,1.7378,3.2426,0.2274,0.2902,0.5112,0.1934,-0.9623,0.2561,0.5007,-0.8427,-0.6946,-1.5252,-3.5612,0.2598,0.8914,0.4724,0.5671,-1.8025,0.3277,0.9027,0.7691,-0.2427,0.3975,-0.6751,-0.0766,-0.2237,-0.5199,-0.922,0.5635,-0.7077,-0.4819,1.2566,0.2984,4.2601,0.2147,0.9227,0.0701,0.3234,-0.4477,0.8188,-1.9145,0.6291,0.5857,-0.8009999999999999,2.314,-0.7338,-2.4315,1.0866,0.5417,1.4827,-0.6811,0.4495,0.1533,0.5776,0.825,-2.7493,-0.5799,2.2254,0.0752,1.4015,1.1464,-0.2005,-1.0192,0.6223,1.0941,-0.4157,0.4808,-0.6957,-0.0671,-0.7170000000000001,1.7246,1.0862,0.6272,-0.7332
TAOK1,S530s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6669,-0.3766,-0.7939,-0.0794,0.3127,-0.0976,0.1742,-0.1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAOK1,S965s ,-0.2379,0.1461,-4.1386,-0.7915,-1.2262,-1.5103,-0.1714,-1.5169,-0.9629,-1.4838,-0.029,-1.6977,-2.4545,-0.6012,-2.6557,0.0702,0.1109,-1.6192,0.1383,-2.4474,-1.986,-0.5681,-0.8378,-0.6897,-1.268,-1.1184,-1.3674,1.3609,-2.3685,0.2034,-1.0362,-1.1588,-0.8412,-4.2285,-0.3637,-0.5792,-1.9133,-0.1206,-0.8304,-0.966,-0.5616,0.3989,0.945,1.2445,3.0884,-0.7632,-0.4968,-0.5216,0.1495,2.5293,-1.505,-0.036,0.236,-1.1291,-0.5944,-1.0161,1.0738,-0.8352,-2.6004,-3.5996,-2.8593,-1.2007,-1.2569,0.0594,0.3372,-0.7769,-0.2811,-1.2086,-1.1363,-0.3926,-0.5079,-0.5429,0.7309,-0.1251,0.1847,-1.0262,0.4624,-0.1823,-2.0991,-0.5913,0.706,3.5531,0.3166,-0.3421,-1.2641,0.9264,-2.3953,0.0853,-4.2445,0.1542,-0.8451,-1.0803,1.0843,-0.1247,-2.2447,-0.8365,0.6197,0.4999,-2.2738,-1.1261,-0.4453,-0.1544,0.3996,-4.0448,-2.0314,-1.3104,-0.8761,0.2377,2.3994,-1.1271,-1.797,1.3439,-0.627,-0.7471,-0.4191,-1.0203,1.0783,-0.6417,0.0267,0.7934,0.6579999999999999,-0.7052
TAOK1,S974s ,,,,,,,,,,,,,,,,,,,-1.3489,2.1202,4.72,0.9724,5.5847,0.8894,-0.084,4.2143,-0.5818,2.8333,-0.8859999999999999,-2.2876,-1.9583,-2.8566,-0.3759,-1.128,-2.2055,0.7703,-1.0401,-2.2581,2.446,3.3047,2.0323,-1.945,3.5354,-4.0948,,,,,,,,,,,,,,,,,,-0.0091,3.2003,0.1074,-3.1157,-3.1315,2.3165,1.651,-2.9044,1.054,2.4678,1.6662,-1.8291,-1.7781,-2.8085,0.9101,4.0806,2.0213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAOK1,S983s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6758,-0.7517,0.4829,-0.2024,-0.2815,2.9805,-1.9447,0.1447,-1.0027,-1.0242,-1.3853,0.2358,0.0227,-2.0489,-2.0427,-1.1241,0.6364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3711,1.0452,-0.1328,-2.0928,-1.6428,-1.7317,-1.032,3.6647,-2.6902,-2.1336,1.0567,0.6292,-1.3485,-0.9929,-0.4121,-0.1554,-2.1189,-1.6986,-0.5962,-1.65,-1.3302
TAOK1,S9s ,0.4309,2.6282,-0.516,-1.2143,-0.7090000000000001,0.5354,0.4194,0.3857,0.5431,0.3389,0.8361,0.0755,-1.3271,0.3492,0.6884,0.5695,-0.7702,-0.8656,-0.9397,-0.3255,-0.3213,1.2878,1.1501,0.4914,0.4481,1.1027,-0.5364,0.8755,-0.2161,0.8802,-1.455,-0.8523,-0.3246,-1.3385,1.1393,-1.1434,-0.0694,-0.2739,-0.0245,-0.1822,1.4899,-1.0349,-0.0483,0.6342,2.0908,0.6286,0.3549,0.315,1.9735,0.6148,0.7302,1.5199,-0.1289,-0.6724,-1.1205,-2.1546,0.3192,0.7417,0.4068,-1.9142,0.1891,-1.2497,-0.2448,-0.9907,1.2077,-1.5499,-0.0428,1.5715,0.7852,-0.7428,-1.2168,-0.5122,-0.623,-1.2625,-0.9923,0.9808,-0.5288,-0.7559,-2.1005,0.0431,-0.2714,1.2578,-0.3049,-0.5065,0.4439,0.1945,-1.6143,0.7219,-1.1003,-0.228,-0.4021,-1.8757,1.5534,-1.2636,0.3891,0.5127,2.4065,1.1516,1.6391,-1.8498,0.2022,-0.378,0.7365,-0.1952,1.4113,-1.1887,0.7704,1.3259999999999998,1.264,-1.171,-0.2065,1.4114,2.21,1.4041,-0.3988,-0.2564,0.5256,-0.3304,-0.4908,0.6383,0.0598,-0.1253
TAOK1,T1001t ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9379,-1.6775,-0.0939,-0.7379,-0.3765,-1.1884
TAOK1,T185t ,0.9561,0.3804,1.3689,0.0116,0.2123,0.0935,2.2327,0.4472,-0.3127,,,,,,,,,,,,,,,,,,,0.4468,2.3879,0.5670000000000001,1.157,1.3323,-1.3361,1.2313,3.0217,-0.7107,,,,,,,,,3.4742,0.2841,0.1334,-0.1583,0.7893,0.9179,0.9982,-0.568,0.7753,-3.0154,-1.7568,-3.552,-1.1721,2.464,-1.8447,-2.9657,-0.6099,-2.9881,,-0.2575,0.2721,-1.63,-0.2912,2.2891,0.6015,0.6186,,,,,,,,,-4.4568,-0.2171,0.2024,0.759,-1.3584,-0.0826,0.3744,0.123,-4.0025,,,,,,,,,,,,,,,,,,,,,,,-0.92,0.1332,2.4411,1.4697,0.4221,0.7807,-0.0777,0.3937,0.1365,-1.6879,1.4073,0.5162,1.4335
TAOK1,T480t ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4164,1.4215,-0.9008,0.6636,0.1689999999999999,-0.1249,0.1954,-0.6534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.253,1.8809,-0.4576,0.4651,1.7247,2.1631,0.6682,,,,,,
TAOK1,T576t ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9652,-0.5143,-0.3311,-0.6445,-2.8527,-0.5225,-2.9275,0.5412,-2.8111,-1.1863,-0.9996,-0.1804,-0.3474,-1.8824,0.3911,-1.5612,0.5936,-2.7979,-0.7001,-0.9843,2.6862,1.279,-0.5595,-0.9609,-1.1565,-1.5663,,,,,,,,,-1.2326,-2.0025,-2.5207,1.1734,-0.1915,-0.4806,-1.3315,-1.9264,-1.6239,,,,,,,,,,,,,,,,,,,,,,,0.38,0.1237,-0.5044,-3.2288,-0.9343,-2.7694,-1.3859,,,,,,
TAOK2,S1002s ,0.7605,-0.7102,-1.704,-0.4128,0.3403,0.9207,0.6086,-1.5764,-1.3555,0.1721,-0.2638,0.186,-2.193,2.3471,-2.1664,1.0867,-1.6102,-0.6321,,,,,,,,,,,,,,,,,,,-1.1981,-2.0452,-0.0232,-1.9302,-1.3572,-0.4473,0.0807,0.5928,-1.9028,-0.0338,0.0595,1.6801,0.5492,-0.1008,-1.0811,-1.2321,-1.1035,,,,,,,,,0.8318,0.3835,2.0732,-1.7258,-1.5099,-0.2992,-1.8087,1.1324,0.8316,0.943,1.4019,0.4698,0.1918,-1.2663,-0.6835,0.5519,1.1609,0.0475,-1.035,-0.7196,-0.2218,0.6131,0.0264,-0.0972,1.1616,0.7999,-1.1018,0.4422,0.7037,0.7987,1.0104,-0.1494,0.464,-1.0466,-0.5503,-2.0903,1.8086,-0.9056,1.3395,-1.1211,0.0316,-0.2083,-0.1216,-0.4748,1.1094,2.2648,1.9537,0.8499,-1.6925,-3.8321,-0.9249,-2.8222,-1.3194,-0.9494,-1.1924,0.4066,-1.9697,-0.1824,-0.5314,-0.765,-2.1205
TAOK2,S1011s S1014s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8721,0.7284,0.4878,0.4858,1.4027,0.7398
TAOK2,S1016s ,0.9735,0.0027,-0.0621,0.7265,0.8824,1.6215,0.7178,1.6740000000000002,1.0783,0.7521,-0.5853,0.0819999999999999,0.6147,1.4802,-0.3023,0.5427,-0.5234,0.4353,,,,,,,,,,1.3949,-1.876,0.1773,0.7509999999999999,-1.6592,-2.2373,-2.4121,1.0534,0.8141,-0.0617,0.7532,0.3062,-0.2204,0.7609999999999999,0.4247,0.5199,0.3408,-0.6024,-0.5621,0.1629,0.471,-0.0041,-0.3629,-1.1617,-1.1401,-1.2588,-0.0673,0.44,-0.6236,0.1413,0.0545,1.4456,0.1962,-0.3452,,,,,,,,,,0.2915,-0.2172,-0.0694,0.3708,1.6992,0.2032,0.5336,-0.0389,-1.1531,0.052,-0.9714,0.9897,-0.706,-0.4754,-0.0124,0.374,0.6338,-0.0103,-0.5171,-0.1734,0.1446,0.3486,0.216,0.1859,0.3357,0.5748,0.0606,0.7752,0.3095,0.1327,0.7914,0.535,-0.1424,0.1167,0.5031,0.3582,0.2529,1.0499,0.7095,0.38,-0.1017,0.3367,0.91,0.5494,1.185,0.4256,-0.1071,-0.5128,0.129,-0.464,-0.0111,0.029
TAOK2,S1035s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6342,-0.1714,0.1208,0.2365,0.6216,1.2563,-0.0576,1.4379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAOK2,S453s ,0.3457,0.7217,0.1046,-0.4699,1.3381,-0.4632,-1.0358,1.2934,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1816,-0.716,1.4943,1.1615,-0.038,0.1731,0.6021,-0.6692,,,,,,,,,,1.1069,-1.8652,-0.27,0.4881,0.7192,-0.5817,-0.6389,0.2382,,,,,,,,,,,,,,,,,,0.9487,0.7095,0.0402,1.3872,-0.7085,0.7012,1.8216,-0.1384,2.1395,,,,,,,,,0.2947,-2.5751,0.4946,0.0199,-0.1548,-1.4819,,,,,,,,,,,,,,,,,,,,,
TAOK2,S473s ,,,,,,,,,,-0.3261,0.4453,-0.7599,-0.9885,0.627,-1.3235,0.353,-0.0805,-0.5396,0.5641,0.7526,-0.8683,1.1467,0.1985,1.4029,-1.4048,1.1907,-2.2504,0.6086,-1.5468,-0.9936,1.9015,-1.0083,-1.4091,-2.4914,0.9747,-0.1751,,,,,,,,,,,,,,,,,,-0.134,-0.3953,0.1292,0.6067,-1.3753,-1.9437,-2.0524,-3.4025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0009,-1.3288,0.4907,1.0868,-1.2718,0.6778,-0.2187,,,,,,
